客户编号,客户姓名,证件类型,证件号码,出生日期,客户性别,婚姻状况,教育程度,客户职业,联系电话,电子邮件,居住状态,居住地址,银行卡号,开户银行,卡种代码,卡种名称,创建机构,创建柜员,创建日期,创建时间
301018465015,宋博,0,420527196806283509,1968-06-28,1,1,0,1,14572565044,wy01xYG@263.net,0,广东省惠州市迎泽大街458号,6223242868321335499,江苏省农村信用社联合社,1,借记卡,30102554,5462,2011-04-25,17:24:54
161426225756,汪建州,0,37131119701018642X,1970-10-18,1,2,3,2,17384882777,bMYw-iK@gmail.com,4,四川省攀枝花市流花西路888号,6213775460220137,中国工商银行马德里分行,1,借记卡,16142734,8237,2010-05-27,08:26:59
160384698235,杨帅,0,330782197006144218,1970-06-14,0,0,4,6,17674644558,NwCAUs@icloud.com,2,广西壮族自治区玉林市东二旗167号,6282518023100750,徽商银行,2,贷记卡,16035000,8561,2011-12-31,21:13:00
171347398900,彭小江,0,522722198002057615,1980-02-05,0,1,0,3,17375426872,1WN5wFX2@qq.com,1,四川省成都市站前街7114号,5274142119066270,兴业银行,2,贷记卡,17137479,6252,2012-06-04,06:05:04
290295759279,孔洪,0,420802198407313000,1984-07-31,1,0,4,3,15838907145,_dDZSv@189.cn,4,四川省攀枝花市前卫场35号,622003603528850273,中国工商银行,1,借记卡,29021387,5150,2010-11-28,14:43:47
061318529604,魏小华,0,450981196902129849,1969-02-12,1,0,3,3,13973591986,g-GuHD@163.com,0,江苏省南通市流花西路4号,6227176713921635,浙江泰隆商业银行,3,准贷记卡,06132599,7608,2015-12-28,16:27:57
232053085483,邵关,0,650203198209046980,1982-09-04,1,2,3,2,14739795521,GWvDp1o@139.com,4,甘肃省金昌市民航路477号,6213257770776469216,雅安市商业银行,1,借记卡,23202377,1160,2014-04-07,17:05:47
191466167185,伍小美,0,440115198201116666,1982-01-11,1,1,1,6,15308624677,40VICv@126.com,1,甘肃省庆阳市兴阳街2号,6222829704823203,宁波银行,2,贷记卡,19140759,6148,2017-07-27,19:18:22
251183632648,酆宝娟,0,520626199404019656,1994-04-01,0,2,4,7,13227978340,frendRp@126.com,2,湖北省鄂州市工人大道249号,6225328508509095570,晋城银行,1,借记卡,25118902,3483,2010-02-23,10:19:03
181841084519,狄伦,0,230623196207105529,1962-07-10,1,2,1,2,17047782311,FGquNXz@icloud.com,1,甘肃省武威市人民东路528号,6230354489669218,深圳农村商业银行,1,借记卡,18185938,0236,2016-01-01,18:43:44
200457079508,余娜,0,360825199411087133,1994-11-08,0,2,4,4,17372692144,YsZ1xs4WWm@vip.sina.com,1,河南省漯河市府右街6号,6231335893309362787,广西农村信用社联合社,1,借记卡,20044241,3485,2015-07-17,03:45:44
191157865332,顾玮,0,530624198208078207,1982-08-07,1,2,2,1,15699890026,4gG_rw@tom.com,2,内蒙古自治区赤峰市流花西路7185号,6202046961085756,大丰银行,4,预付费卡,19111416,9815,2013-03-22,04:00:31
091340857200,梁纬,0,530701199703065485,1997-03-06,1,0,1,0,14587763614,HbnKMb@chinamail.com,1,甘肃省定西市马列大道66号,6226338629806364,华夏银行,1,借记卡,09133006,8907,2016-09-01,05:05:15
030209162079,张永觉,0,150927198602266083,1986-02-26,1,1,4,6,14577234348,GBy9yWp@21cn.com,3,黑龙江省鹤岗市蜀兴路3336号,6205312507170377689,中国银行澳门分行,4,预付费卡,03029681,9537,2012-02-09,03:39:08
260585941151,卫兴中,0,420703197902107067,1979-02-10,1,0,0,6,18965258904,WmOXmT@139.com,2,辽宁省朝阳市教场路678号,5187108796127582,招商银行,2,贷记卡,26058968,9717,2014-10-06,02:48:03
070831806215,宋炅,0,510301199207105752,1992-07-10,0,1,3,7,15793274429,WngsCgek@21cn.com,2,福建省漳州市金融街6584号,622305682211207749,中国工商银行,1,借记卡,07088300,5451,2010-10-26,21:30:38
111537259884,黄小杰,0,370322200002237517,2000-02-23,0,0,4,4,17507514946,D6NmjYqx@vip.sohu.com,0,江西省九江市平安大道93号,622317037813174571,中国工商银行,1,借记卡,11154962,7344,2013-12-15,01:29:50
080373145762,汪晓渡,0,542431197407059625,1974-07-05,1,1,2,3,13212700573,qZMVyRH@126.com,1,北京市教场路79号,3568908875678940,招商银行,2,贷记卡,08030790,8169,2016-06-09,14:12:12
271235415110,毛深,0,410224199808238548,1998-08-23,1,0,4,3,18727271109,8Cz98x4X@sohu.com,0,吉林省白城市金融街1261号,6223568620093348,CSC,2,贷记卡,27123401,2695,2017-05-27,18:31:44
191396348227,梁晓林,0,21092119660825471X,1966-08-25,0,0,3,2,18293611949,fv6SfO@chinamail.com,2,成都市高新区中山大道2号,6213560116048951122,监利中银富登村镇银行,1,借记卡,19131574,3714,2015-03-31,23:46:38
200755568950,苏卿,0,652702196703191837,1967-03-19,0,1,4,5,18054173588,wDzyEv@icloud.com,2,甘肃省庆阳市工人大道78号,6255069071209781,湖南农村信用社联合社,2,贷记卡,20079281,1141,2017-04-10,01:40:12
041023946826,马路远,0,522728198903177697,1989-03-17,0,2,1,5,13800307939,zdYcidxq@gmail.com,3,宁夏回族自治区固原市正阳路782号,6250327731362340,BC卡公司,2,贷记卡,04107659,3478,2014-06-12,14:45:53
200367024837,杨小超,0,371601197402075036,1974-02-07,0,1,0,0,15195868036,C4x2nMB@wo.com.cn,0,云南省红河市市府路394号,621267336145206156,福建海峡银行,1,借记卡,20039511,7076,2012-02-13,13:55:36
201787571196,华少,0,130202197106074995,1971-06-07,0,2,4,5,13966742694,Xw2beWM4V@126.com,0,湖北省三峡市秦蜀路197号,6212406354340584800,中国工商银行印尼分行,1,借记卡,20176027,0586,2012-04-14,16:26:45
260691993945,邵故,0,350304198604192445,1986-04-19,1,0,3,3,18304417220,JVrzCoPmWU@chinamail.com,0,广东省江门市安城街43号,4270398600206141,中国工商银行,2,贷记卡,26061268,6430,2013-05-21,06:10:20
051082740943,鲍永丽,0,350781200011078835,2000-11-07,0,2,1,6,13443852072,g5YpC4A3v3@139.com,0,江西省萍乡市天化街17号,6210613370582640350,甘肃省农村信用社联合社,1,借记卡,05105211,1668,2010-02-03,14:42:26
171127504790,潘洪,0,140181197605245155,1976-05-24,0,1,4,2,13575601292,20stqmR0d0@outlook.com,2,湖北省武汉市贡院街915号,6224793082003598,中国银行澳门分行,2,贷记卡,17118754,5096,2013-09-30,05:56:51
200817149319,李渡,0,441223196202234741,1962-02-23,1,0,4,1,19105570063,4UrU0OZ1S@126.com,1,内蒙古自治区锡林浩特市华城路2337号,6200482128136152,中银通商务支付,4,预付费卡,20085847,0849,2010-04-03,18:49:44
231481833748,傅立波,0,431227198509287728,1985-09-28,1,1,4,1,15718491315,yt-KJvC2c@chinamail.com,0,新疆维吾尔自治区昌吉市中山大道39号,6282223208276703,上海浦东发展银行,2,贷记卡,23144516,4485,2013-11-08,19:32:13
260331314368,皇甫云金,0,440184199610019785,1996-10-01,1,1,1,7,13909507978,qYfqtwu@me.com,4,云南省怒江市府右街118号,6216270072059426732,广州花都稠州村镇银行,1,借记卡,26034946,0797,2014-01-31,17:10:44
131733305481,褚湖,0,511124199007073017,1990-07-07,0,1,3,1,18749659593,iL-ly7GgtD@163.com,3,天津市河西区中大街438号,5289314344493875,广发银行,2,贷记卡,13176536,3669,2014-02-15,02:41:55
040540094425,卫乐乐,0,431024196404037336,1964-04-03,0,1,4,6,13223974312,Ftk3q7rTV@outlook.com,2,浙江省湖州市贡院街3号,6225326418023498122,晋城银行,1,借记卡,04054752,2790,2010-03-12,10:19:44
250626124528,李强,0,360402196709234036,1967-09-23,0,1,1,5,19964336004,O_Bf-NvRL@tom.com,2,山东省烟台市贡院街44号,6222285293754491,上海浦东发展银行,2,贷记卡,25061388,2463,2013-11-13,13:05:21
201707361447,任小光,0,140227198910073195,1989-10-07,0,0,1,7,13059324580,9VYFzD8@icloud.com,2,四川省遂宁市府右街7号,6217667893562096509,昆仑银行,1,借记卡,20178472,3658,2011-10-15,02:47:04
380365550035,卫河,0,341021196412276387,1964-12-27,1,0,3,3,17024139472,zbeTSL@qq.com,2,云南省曲靖市解放东路743号,6011398563613910,Discover Financial Services.Inc,2,贷记卡,38032836,2366,2012-05-08,02:36:23
130319036559,魏秀,0,632823198309067953,1983-09-06,0,2,2,4,15505038200,fttOqM@263.net,2,黑龙江省大兴安岭市康城街277号,6210322437845515,BC卡公司,1,借记卡,13032847,4211,2012-04-08,04:29:22
271149219520,郑小利,0,621101199104025712,1991-04-02,0,2,1,2,18031514215,GOSyEmC@163.com,3,黑龙江省哈尔滨市大中里69号,6205305561327344075,上海浦东发展银行,4,预付费卡,27116805,4227,2013-02-21,11:29:02
150876494317,冯丽,0,210602197703225051,1977-03-22,0,1,1,2,15537498421,EMNj9vi@chinamail.com,4,江苏省胥浦市滨海卫789号,6225764230127869,招商银行,2,贷记卡,15087170,3102,2014-04-30,17:11:02
211127807736,施磊,0,230522199411055823,1994-11-05,1,2,1,6,18377004704,s7691C@163.com,4,四川省达州市白塔寺路682号,5182129811104906,中信银行,2,贷记卡,21113764,9652,2016-05-08,18:43:03
131374735916,薛芬,0,331123198409152661,1984-09-15,1,0,0,5,18514745775,_01H5F@vip.sohu.com,2,河北省承德市黄河路71号,6213504318146717673,榆树融兴村镇银行,1,借记卡,13138061,2819,2013-04-20,06:08:02
080479672830,苏润东,0,610924196401172016,1964-01-17,0,0,1,0,13575585605,YPwsmTqNSE@qq.com,0,新疆维吾尔自治区巴音郭楞市和平大道621号,6232036114373126283,徽商银行,1,借记卡,08042485,5103,2013-06-30,01:28:06
260343083247,邹建军,0,542127199302125241,1993-02-12,1,2,0,3,18282228944,oPHlBkwti@yeah.net,4,陕西省宝鸡市振兴路739号,5220019668682456,北京银行,2,贷记卡,26036320,4762,2015-08-20,14:28:50
151280313666,费生,0,410328197410015397,1974-10-01,0,1,0,3,18079199408,3OS9D9@tom.com,1,广西壮族自治区河池市王府大街1号,622439164473837199,广州农村商业银行,1,借记卡,15126727,4647,2015-08-01,04:14:41
050276192330,毕伦,0,65282619910317171X,1991-03-17,0,0,3,1,18189463723,tUwC2p@me.com,2,北京市怀柔区鼓楼南大街6号,6212154287333385,中银东京分行,1,借记卡,05027280,5366,2013-02-04,01:48:25
191142815926,孟慧,0,530828198201082621,1982-01-08,1,2,4,1,17322868688,bjqrv4@126.com,3,内蒙古自治区包头市市府路778号,4221611835814764,北京银行,1,借记卡,19116854,0978,2015-08-16,20:14:06
181417970263,屈战武,0,431321199804084802,1998-04-08,1,0,0,7,13647246496,0RN6iU@tom.com,0,江西省宜春市大中里116号,6011398662360215,Discover Financial Services.Inc,2,贷记卡,18147809,2408,2012-08-29,01:49:31
300584757274,董子维,0,53232919710503743X,1971-05-03,0,2,1,7,16711847163,yth4bDX@shouji.163.com,1,安徽省马鞍山市鼓楼南大街753号,6224846622097890,渣打银行(香港),2,贷记卡,30050697,1581,2011-07-30,08:07:24
231587611407,黄年,0,341521196010215650,1960-10-21,0,2,3,5,18806281886,IZfdZjL@sian.com.cn,0,北京市西城区华城路836号,6216821104560138565,聊城东昌沪农商村镇银行,1,借记卡,23155842,5032,2012-05-13,20:46:08
080739843821,廉超,0,230125196703218392,1967-03-21,0,0,4,7,17830731389,Tvq8I-2CCe@shouji.163.com,1,安徽省宿州市王府大街4999号,620405731823185703,中国工商银行,1,借记卡,08074003,4516,2017-12-28,09:21:41
251633354042,罗小蓉,0,542332199808235976,1998-08-23,0,0,1,7,14872068815,0bPsZ980_b@sohu.com,0,江苏省泰州市前卫场3834号,6259016677639388,长沙银行,2,贷记卡,25169797,6969,2013-02-10,21:03:57
300547700485,唐晋,0,33112119650512700X,1965-05-12,1,2,4,4,13511982644,JCiLWsF64@shouji.163.com,2,云南省楚雄市站前街3427号,4157536347887636,平安银行,1,借记卡,30056882,4338,2017-09-26,07:23:41
270463773628,葛宝玉,0,411025196105304565,1961-05-30,1,2,2,5,15863538392,TR6YFx@139.com,2,山东省德州市体育广场99号,4518106415988403,中国工商银行,2,贷记卡,27042369,2198,2016-01-28,16:19:32
191459476617,钱有学,0,211101196211258167,1962-11-25,1,1,4,2,18922835308,1yuTWAq@263.net,3,四川省巴中市中大街364号,6230553027503306,湖北农信社,1,借记卡,19143208,8745,2010-12-14,16:45:42
150738483704,周伦,0,430482199908075925,1999-08-07,1,0,4,4,15362067479,tUrH_m@outlook.com,3,黑龙江省鹤岗市滨海卫85号,6011391898248858,Discover Financial Services.Inc,2,贷记卡,15074002,3719,2011-10-25,20:53:34
140642073778,贺永峰,0,520221196106179815,1961-06-17,0,0,3,4,15905454444,l_DP0B@tom.com,2,黑龙江省绥化市市府路69号,6250729625857915,广发银行,2,贷记卡,14064635,0646,2014-06-25,13:45:10
090623597149,谢浩然,0,430623198110193945,1981-10-19,1,0,1,6,13445584033,nZl-Rf2@gmail.com,1,广东省江门市教场路851号,6221416624446967,泰隆城市信用社,1,借记卡,09068227,2266,2011-04-20,09:07:45
430149748001,廉晓亮,0,150923196608222132,1966-08-22,0,0,3,7,14504224047,Wr0k2I@yeah.net,3,青海省西宁市金融街8566号,6282839542587461,长沙银行,2,贷记卡,43019701,7033,2013-05-21,02:58:22
200765218333,傅生,0,360313198706087855,1987-06-08,0,2,0,6,19862257841,3b5XpolpjJ@chinamail.com,2,浙江省台州市天化街9852号,6210399742776536,BC卡公司,1,借记卡,20076681,1069,2011-02-16,21:06:16
202081129255,戚大山,0,410182197506079035,1975-06-07,0,2,2,1,18152562520,Lgs8H6Gx@aliyun.com,0,福建省漳州市兴阳街91号,6217268301498837007,浙江民泰商业银行,1,借记卡,20208492,8022,2017-02-05,09:29:55
240907745983,祝浩瀚,0,610631197509196556,1975-09-19,0,1,1,6,18736768580,_-VyvBIokd@outlook.com,3,宁夏回族自治区吴忠市工人大道3422号,6223164119710921,宁波银行,1,借记卡,24095054,1605,2015-11-16,04:20:33
181875670107,郎小林,0,31011719650104665X,1965-01-04,0,1,2,5,17158594575,zD06fLr@263.net,3,成都市高新区工人大道64号,621681001544985077,沈阳于洪永安村镇银行,1,借记卡,18182396,2228,2015-05-17,03:16:46
131289192932,褚科,0,36082919981006353X,1998-10-06,0,0,1,1,18843234785,vG6CxB0@sian.com.cn,3,北京市府右街8776号,6283058244647114,南昌银行,2,贷记卡,13120578,2262,2014-07-20,09:43:08
051141708924,邹艺,0,230231196004107100,1960-04-10,1,1,3,4,15214486842,ncq5HH9UB@189.cn,1,新疆维吾尔自治区乌鲁木齐市和平大道511号,6214676958403539375,中国建设银行,1,借记卡,05111782,1598,2011-10-25,10:58:53
161472861830,李艺,0,150627198204277936,1982-04-27,0,1,0,0,17718155416,LnXf4xVKAW@shouji.163.com,0,成都市武候区团结湖路7号,6214626179135073440,广发银行,1,借记卡,16143841,4796,2010-03-24,09:19:02
120802636503,卫琳,0,430481196706294061,1967-06-29,1,2,0,1,13164645871,YguSUlDw@126.com,4,新疆维吾尔自治区马兰市兴阳街15号,6210294254372906716,昆仑银行,1,借记卡,12086667,5347,2011-12-04,22:17:58
271087169216,萧正,0,410926196108285156,1961-08-28,0,0,3,5,19804361125,b6_rE2ZXJJ@sohu.com,2,河北省廊坊市马列大道959号,6228309334888003,中国农业银行,3,准贷记卡,27105128,1368,2010-06-18,15:25:20
151236256492,齐玉铭,0,421087198712085607,1987-12-08,1,1,3,7,19917176820,KJSzgqY@139.com,0,四川省遂宁市正阳路3号,621681001812724000,沈阳于洪永安村镇银行,1,借记卡,15128744,7806,2017-02-27,18:13:49
250247720282,祁永忠,0,371402198201245175,1982-01-24,0,0,4,4,16627110839,zMTLKOD3lR@vip.sohu.com,3,辽宁省沈阳市东二旗1985号,6011290152596376,Discover Financial Services.Inc,2,贷记卡,25027351,2019,2016-08-26,12:20:56
061016665436,顾永丽,0,330402200005278421,2000-05-27,1,0,4,4,15956303569,uO_dLddv@163.com,4,甘肃省兰州市民航路5号,5240473042788321,中国工商银行,2,贷记卡,06104876,2910,2016-05-21,01:45:58
301770914180,祁永常,0,36090119790208790X,1979-02-08,1,1,1,3,18301395362,mTqWUB@263.net,2,河北省唐山市人民西路651号,621903308216226728,中国工商银行,1,借记卡,30179637,6062,2016-09-29,04:32:09
300560410715,严渺,0,542121197608201983,1976-08-20,1,2,0,0,13334515571,FgdTNOGk44@qq.com,0,新疆维吾尔自治区伊犁市四马路7629号,5502133755413144,中国工商银行,2,贷记卡,30058602,0853,2017-08-03,22:26:05
200357712147,马山,0,62050119800208913X,1980-02-08,0,0,0,1,13340819296,dYH-qgs3@163.com,0,湖南省张家界市教场路13号,620712146521030051,中国工商银行,1,借记卡,20030319,8340,2016-01-22,08:01:42
181836447944,陈震,0,640402198106044360,1981-06-04,1,1,1,2,18630835011,RPzEAfWGr@icloud.com,3,吉林省通化市金融街6号,6250254942771657,BC卡公司,2,贷记卡,18186355,1473,2013-11-07,21:09:39
201578800823,谢晓玲,0,210703197002058037,1970-02-05,0,0,4,5,13094476257,mqGu5NG-0p@189.cn,3,四川省绵阳市王府大街416号,622292159531372367,柳州银行,1,借记卡,20155834,0018,2013-11-03,18:36:05
230943488637,沈东升,0,320621198008013726,1980-08-01,1,2,3,6,15881780697,fJUhcAnE@tom.com,4,广西壮族自治区南宁市贡院街4号,5240906788608187,光大银行,2,贷记卡,23093867,2060,2017-01-28,12:13:05
051089473258,俞玉肖,0,330421199801301016,1998-01-30,0,0,1,5,14718599042,OgitJLdkYG@vip.sina.com,3,新疆维吾尔自治区塔城市白塔寺路5号,6200919740421546,Commercial Bank of DubaI,1,借记卡,05107662,7074,2010-01-14,21:23:03
251092031793,华样,0,652922198308191576,1983-08-19,0,0,1,0,15913403291,jJcXuU2@qq.com,3,山东省淄博市人民东路1749号,9400183696504183,重庆银行,1,借记卡,25103641,8647,2011-04-15,06:45:26
140630077674,萧浩波,0,340405197911255367,1979-11-25,1,2,2,3,13981074433,kCvIqK@chinaren.com,2,内蒙古自治区巴彦淖尔市迎泽大街675号,624000034642308783,中国工商银行,1,借记卡,14060190,9887,2014-11-25,10:47:48
470003871050,余奇,0,430204196107317483,1961-07-31,1,2,4,5,17081672819,x5wKlrWI@wo.com.cn,4,河南省鹤壁市小康路6号,6259677139174882,华夏银行,2,贷记卡,47002170,6762,2010-11-16,13:56:55
260924367464,孙小朋,0,360426197512276406,1975-12-27,1,0,1,1,14672361756,IUxlvyB@vip.sohu.com,4,陕西省汉中市华城路914号,6259502856952254,包商银行,2,贷记卡,26092786,1720,2015-02-09,21:18:33
201926018576,萧小丽,0,510301197012122342,1970-12-12,1,1,2,7,15896091874,nt1R5Wj7Xq@263.net,3,河北省廊坊市正阳路55号,6231216214266815507,自贡市商业银行,1,借记卡,20191062,3734,2014-08-06,13:51:21
061132450116,魏仑,0,410922197109046471,1971-09-04,0,1,4,6,18711949923,5IBn0C@sohu.com,1,河南省驻马店市小康路996号,6216530059418037116,重庆江津石银村镇银行,1,借记卡,06113527,4022,2017-03-19,22:20:34
240737554458,朱子维,0,532325196802144767,1968-02-14,1,1,0,0,16783667034,-rWxWIVI@outlook.com,2,内蒙古自治区锡林浩特市滨海卫1号,6214179922010959162,宁夏银行,1,借记卡,24075948,1011,2010-09-14,15:06:33
200722031345,邵东东,0,360428199201205821,1992-01-20,1,1,4,7,14561048926,6oLlbn@wo.com.cn,4,云南省文山市市府路652号,6210184303837593776,广东省农村信用社联合社,1,借记卡,20071884,9597,2012-08-07,13:17:45
161619437004,韩晓凡,0,150101197612067879,1976-12-06,0,2,0,0,19803967177,5D6qOZcw@icloud.com,0,四川省绵阳市中山大道5182号,621107014906580689,中国工商银行,1,借记卡,16161704,8032,2013-10-19,16:57:44
090796420934,郑德,0,653128199102277091,1991-02-27,0,0,1,7,16765275864,UhkU2RdJ@shouji.163.com,3,辽宁省本溪市迎泽大街3339号,6283120957890362,中国银行,2,贷记卡,09079799,6334,2017-07-20,14:28:22
270509996810,伍招弟,0,530102199310239328,1993-10-23,1,2,3,4,17176550233,j0cAhOX76y@chinaren.com,0,宁夏回族自治区石嘴山市站前街32号,6212748537884906267,澳门BDA,1,借记卡,27058058,6431,2012-08-24,04:34:33
120876230817,梁岚,0,532623196202137955,1962-02-13,0,1,4,3,13335383672,llmzNWTWv@vip.sohu.com,4,湖北省十堰市小康路5号,6282600137223775,广发银行,2,贷记卡,12086492,7839,2016-10-16,18:51:22
231958155471,任仑,0,652829197809166859,1978-09-16,0,0,3,0,19968173131,eBUI-Bw8W@vip.sina.com,4,黑龙江省哈尔滨市蜀兴路488号,6258282864083894,徽商银行,2,贷记卡,23194836,4314,2012-05-24,07:01:18
230477159370,穆远,0,411221199909228818,1999-09-22,0,1,4,7,18398240850,NAOppe4x@263.net,3,安徽省铜陵市人民东路8164号,6251417719276585,中国银行(国际),2,贷记卡,23041938,7924,2013-11-28,07:55:16
090725737356,冯好问,0,42032219930923116X,1993-09-23,1,0,0,4,17012453398,LS2ERjtZ0i@21cn.com,1,云南省楚雄市上海道7号,6228765999211127500,江苏银行,1,借记卡,09075179,0896,2016-11-24,12:23:34
080878686235,喻联平,0,371312199204047175,1992-04-04,0,0,1,0,18957740501,AkW5S15r_W@tom.com,2,安徽省六安市白塔寺路52号,622306866733573550,中国工商银行,1,借记卡,08086471,4097,2017-07-08,23:50:09
260632521419,戚小杰,0,230707198701092166,1987-01-09,1,2,2,7,16739041343,yBdLemWN@yeah.net,0,山东省聊城市站前街6561号,6216705293845115075,中国工商银行,1,借记卡,26066462,5015,2010-01-19,14:22:00
061487762986,宋永常,0,330502197811176068,1978-11-17,1,2,1,1,19808378649,uSER6q_90L@wo.com.cn,2,河北省衡水市贡院街5号,6210920041160598207,浙江常山联合村镇银行,1,借记卡,06140347,3497,2010-04-27,20:21:46
010234907547,沈新生,0,611021196411184902,1964-11-18,1,1,1,3,13798866826,ivP8SGb@wo.com.cn,3,北京市石景山区大中里61号,6224982723856459259,河北银行,1,借记卡,01021812,0042,2017-08-28,06:04:48
150884590909,俞伟,0,650102198401241071,1984-01-24,0,0,1,4,17681781151,jS9v3yj@me.com,0,广东省云浮市四马路4号,6251103303581024,中国工商银行新西兰分行,2,贷记卡,15080960,5294,2016-08-03,00:04:43
191208736814,郑永常,0,130684197508244825,1975-08-24,1,0,0,3,14621597524,blOd1TTJc7@qq.com,2,山东省潍坊市流花西路621号,6282353615438883,广州农村商业银行,2,贷记卡,19121614,6968,2017-06-13,00:03:18
271418063929,顾小亮,0,350502197612203899,1976-12-20,0,0,3,0,15834236913,MJ0uhP@sian.com.cn,2,陕西省安康市人民西路72号,6011006618528757,Discover Financial Services.Inc,2,贷记卡,27149065,0853,2014-10-25,01:28:08
271194386664,柏晓娟,0,15222419600802911X,1960-08-02,0,1,4,6,14668905943,279jy2D@wo.com.cn,0,安徽省宣城市秦蜀路9372号,6226820406180727085,江西农信联合社,1,借记卡,27111941,2083,2014-10-21,12:28:11
151256416017,曹乐,0,231083197012045175,1970-12-04,0,2,4,0,15953345903,ckxo5oWTY@189.cn,4,甘肃省陇南市迎泽大街8号,6228024573388678,福建省农村信用社联合社,2,贷记卡,15125647,0519,2015-12-29,14:55:00
350058982159,华小燕,0,510727199704019690,1997-04-01,0,2,1,6,13350097144,dC80tuRzhJ@yeah.net,4,内蒙古自治区锡林浩特市贡院街6号,622267987604031044,上海银行,1,借记卡,35007419,6411,2013-08-03,05:48:23
260364743584,鲁蓉,0,513427198312021451,1983-12-02,0,2,2,5,15085254998,d03D83qH3S@126.com,2,山东省威海市鼓楼南大街392号,3568564140746846,民生银行,2,贷记卡,26039578,4056,2010-06-30,19:29:50
290201850510,严欣怡,0,360124199003053589,1990-03-05,1,0,2,1,13287364675,nTEtsOhjr@21cn.com,1,四川省内江市向阳路85号,621606621576738961,中国工商银行,1,借记卡,29023237,3642,2014-08-20,13:54:50
160766710159,汤好问,0,430724198205186635,1982-05-18,0,1,4,0,13681566850,rmP-tm@vip.sohu.com,2,甘肃省白银市和平大道3431号,5570807024851997,中国建设银行,2,贷记卡,16076874,6576,2011-03-21,05:58:28
060491099527,钱晓玲,0,34080319620424804X,1962-04-24,1,0,2,6,17170182755,eRvxdi@chinaren.com,3,四川省广元市解放东路628号,6216684939081082958,中国银行,1,借记卡,06047825,0402,2011-10-15,09:43:24
080480540963,袁燕,0,150221198004292699,1980-04-29,0,1,3,1,15232605670,sT02ip@163.com,0,河北省邢台市黄河路1号,622305583402468910,中国工商银行,1,借记卡,08041252,3010,2012-12-12,02:09:55
090966604054,褚莆,0,220582198508309367,1985-08-30,1,2,1,1,16717388221,Pdk7CY@gmail.com,3,云南省大理市工人大道5号,6250964031713077,香港上海汇丰银行,2,贷记卡,09095279,2337,2010-11-05,12:26:11
170322327390,孔晓清,0,652928198110084132,1981-10-08,0,1,0,3,19999289757,NCY1w2qBNb@gmail.com,0,山西省忻州市黄河路1号,6213500022175700535,乐平融兴村镇银行,1,借记卡,17035555,4171,2014-01-18,06:30:35
180788812805,俞小天,0,431228199406248540,1994-06-24,1,1,4,0,13910215636,bjjhw5@icloud.com,4,安徽省宿州市平安大道3号,370267175854097,中国工商银行,2,贷记卡,18077446,6320,2012-01-24,12:40:04
300598051154,屈帅,0,451229199607217505,1996-07-21,1,1,4,6,13344038138,WolXzbU4@qq.com,3,陕西省安康市人民广场432号,9682895637017459,郑州银行,1,借记卡,30053892,9925,2011-03-31,21:46:25
171131297015,成可嘉,0,13100319970624944X,1997-06-24,1,0,3,7,13614663609,Mg7ZVW@outlook.com,2,河南省三门峡市向阳路17号,621614784701515801,中国工商银行,1,借记卡,17110494,2498,2016-03-30,22:11:34
231758303319,章好问,0,450223198406131840,1984-06-13,1,2,3,1,16683909773,Pxhq9WcT@189.cn,4,内蒙古自治区通辽市教场路7号,9400462810969196738,河北银行,1,借记卡,23174197,8220,2014-09-28,09:09:45
170370775814,谢芳,0,620101197601013835,1976-01-01,0,2,2,4,15150543930,YBGH0fN@yeah.net,0,河北省廊坊市天化街7号,6250887014944577,佛山顺德农村商业银行,2,贷记卡,17030293,4310,2011-12-07,23:13:06
110324787551,秦岚,0,232722196708158355,1967-08-15,0,2,1,5,15960626294,o9nAzqP@189.cn,3,山东省聊城市贡院街9433号,690755097050508,招商银行,1,借记卡,11036767,4903,2012-11-16,23:42:35
250488422731,蒋家才,0,371103196211278341,1962-11-27,1,0,3,7,14819285008,rwOudVrCd@189.cn,4,山东省荷泽市和平大道4417号,620602394881599561,中国工商银行,1,借记卡,25046037,9233,2017-11-13,02:24:51
071029722153,金滨,0,141030197509176475,1975-09-17,0,1,4,4,19880158419,NJvH3WHfe@chinamail.com,2,湖南省张家界市解放西路74号,6011282131233031,Discover Financial Services.Inc,2,贷记卡,07100295,8019,2011-10-06,21:49:26
190235115156,范小花,0,54212719610912506X,1961-09-12,1,2,1,6,14651456186,CYoruYzj2@163.com,4,安徽省马鞍山市人民西路5号,6212690328276505,南昌银行,1,借记卡,19027752,5163,2014-01-10,03:19:09
270273498041,祁大乔,0,440308198307193325,1983-07-19,1,1,2,6,18022107201,lv5ferH9S@vip.sohu.com,1,湖北省随州市鼓楼南大街7号,6250876429751099,兴业银行,2,贷记卡,27021059,9677,2010-11-11,09:01:10
231728300246,窦浩然,0,370481199501138070,1995-01-13,0,0,2,6,15911891870,ZDHZnpGW@chinaren.com,3,湖南省株洲市鼓楼南大街5265号,6200385792798853096,中银通商务支付,4,预付费卡,23176081,7309,2015-10-04,10:33:13
131203608307,于娣,0,360725196305288435,1963-05-28,0,1,2,0,18146237817,vj2IXYODKx@tom.com,4,内蒙古自治区锡林浩特市蜀兴路32号,6223430899939968225,佛山市三水区农村信用合作社,1,借记卡,13124449,9895,2017-08-26,05:35:00
